Name,Position,Minutes,Tries,Try Assists,Try Contributions,Carries,Meters,Defenders Beaten,Linebreaks,Offloads,Tackles,Missed Tackles,Turnovers Won,Turnovers Lost,Penalties,Kicks,Passes,Dominant Tackles,Starter,Opponent,Date,For,Against,Posession,Territory,Result
Cam Roigard,Halfback,20,1,0,0,7,96,8,2,1,2,1,0.0,1,0.0,3.0,28,0.0,Bench,South Africa,26-Aug-23,7,35,53,49,Non-Win
Charlie Faumuina,Prop,21,0,0,0,1,1,0,0,0,2,0,0.0,2,0.0,0.0,1,,Bench,Ireland,6-Nov-16,29,40,49,51,Non-Win
Charlie Faumuina,Prop,28,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,,Bench,Lions,1-Jul-17,21,24,61,58,Non-Win
Charlie Faumuina,Prop,23,0,0,0,2,3,0,0,0,1,0,0.0,0,0.0,0.0,0,,Bench,Lions,8-Jul-17,15,15,51,56,Non-Win
Codie Taylor,Hooker,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,,Bench,Ireland,6-Nov-16,29,40,49,51,Non-Win
Codie Taylor,Hooker,79,0,0,0,8,6,1,0,0,5,0,0.0,0,0.0,0.0,0,,Starter,Lions,1-Jul-17,21,24,61,58,Non-Win
Codie Taylor,Hooker,72,0,0,0,4,7,0,0,0,12,1,0.0,0,0.0,0.0,1,,Starter,Lions,8-Jul-17,15,15,51,56,Non-Win
Codie Taylor,Hooker,20,0,0,0,2,0,0,0,0,6,0,0.0,1,0.0,0.0,1,,Bench,Australia,21-Oct-17,18,23,43,52,Non-Win
Codie Taylor,Hooker,75,1,0,1,11,33,1,0,0,4,0,0.0,1,0.0,0.0,4,,Starter,South Africa,15-Sep-18,34,36,75,57,Non-Win
Codie Taylor,Hooker,46,0,0,0,3,12,0,0,0,7,0,0.0,0,0.0,0.0,1,,Starter,Scotland,18-Nov-18,9,16,48,52,Non-Win
Codie Taylor,Hooker,61,0,0,0,5,8,0,1,0,9,1,,0,0.0,,3,,Starter,South Africa,27-Jul-19,16,16,57,59,Non-Win
Codie Taylor,Hooker,24,0,0,0,5,29,0,2,0,5,0,,1,0.0,,4,,Bench,Australia,10-Aug-19,26,47,35,24,Non-Win
Codie Taylor,Hooker,50,0,0,0,4,14,0,0,0,11,0,,2,0.0,,1,,Starter,England,26-Oct-19,7,19,44,38,Non-Win
Codie Taylor,Hooker,70,1,0,0,8,9,0,0,0,10,0,0.0,0,0.0,0.0,3,,Starter,Australia,7-Nov-20,22,24,48,49,Non-Win
Codie Taylor,Hooker,32,0,0,0,3,15,0,1,0,4,0,,0,0.0,,6,,Bench,Argentina,14-Nov-20,15,25,45,46,Non-Win
Codie Taylor,Hooker,58,0,0,0,3,7,0,1,0,11,0,,1,0.0,,0,,Starter,South Africa,2-Oct-21,29,31,47,43,Non-Win
Codie Taylor,Hooker,43,1,0,0,3,29,2,0,1,18,1,,0,1.0,,3,,Starter,Ireland,14-Nov-21,20,29,40,35,Non-Win
Codie Taylor,Hooker,56,0,0,0,11,17,0,0,0,7,2,0.0,0,1.0,0.0,1,0.0,Starter,Ireland,9-Jul-22,12,23,53,38,Non-Win
Codie Taylor,Hooker,61,0,0,0,11,10,3,0,0,1,2,0.0,1,0.0,0.0,6,0.0,Starter,Ireland,16-Jul-22,22,32,49,57,Non-Win
Codie Taylor,Hooker,36,0,0,0,5,4,0,0,0,2,0,0.0,1,1.0,0.0,0,0.0,Bench,Argentina,27-Aug-22,18,25,60,59,Non-Win
Codie Taylor,Hooker,57,1,0,0,9,6,0,0,0,10,0,0.0,0,1.0,0.0,2,0.0,Starter,England,20-Nov-22,25,25,46,40,Non-Win
Codie Taylor,Hooker,56,0,0,0,5,3,0,0,0,5,1,0.0,1,0.0,0.0,2,0.0,Starter,France,9-Sep-23,13,27,48,39,Non-Win
Codie Taylor,Hooker,65,0,0,0,4,25,2,1,0,11,1,1.0,0,0.0,0.0,2,0.0,Starter,South Africa,29-Oct-23,11,12,60,51,Non-Win
Cullen Grace,Number 8,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,,Bench,Australia,7-Nov-20,22,24,48,49,Non-Win
Dalton Papali'i,Openside,3,0,0,0,0,0,0,0,0,1,0,,0,0.0,,0,,Bench,South Africa,27-Jul-19,16,16,57,59,Non-Win
Dalton Papali'i,Openside,80,0,1,1,2,17,2,1,0,26,1,,0,1.0,,3,,Starter,Ireland,14-Nov-21,20,29,40,35,Non-Win
Dalton Papali'i,Blindside,58,0,0,0,6,14,1,0,0,5,0,0.0,1,1.0,0.0,2,0.0,Starter,Ireland,9-Jul-22,12,23,53,38,Non-Win
Dalton Papali'i,Openside,17,0,0,0,1,3,0,0,0,4,0,0.0,0,0.0,0.0,1,0.0,Bench,Ireland,16-Jul-22,22,32,49,57,Non-Win
Dalton Papali'i,Openside,72,1,0,0,6,60,1,1,0,13,0,1.0,0,2.0,0.0,1,0.0,Starter,England,20-Nov-22,25,25,46,40,Non-Win
Dalton Papali'i,Openside,18,0,0,0,2,0,0,0,0,4,1,0.0,0,0.0,0.0,0,0.0,Bench,South Africa,26-Aug-23,7,35,53,49,Non-Win
Dalton Papali'i,Openside,80,0,0,0,8,36,0,1,0,12,0,0.0,1,2.0,0.0,2,1.0,Starter,France,9-Sep-23,13,27,48,39,Non-Win
Dalton Papali'i,Openside,10,0,0,0,1,17,0,1,0,0,0,0.0,0,0.0,0.0,0,0.0,Bench,South Africa,29-Oct-23,11,12,60,51,Non-Win
Damian McKenzie,Fullback,80,0,0,0,8,44,1,1,0,3,0,0.0,1,0.0,6.0,11,,Starter,Australia,21-Oct-17,18,23,43,52,Non-Win
Damian McKenzie,Fullback,55,0,0,0,10,12,2,1,2,4,1,0.0,2,0.0,3.0,11,,Starter,Scotland,18-Nov-18,9,16,48,52,Non-Win
Damian McKenzie,Fullback,22,0,0,0,7,63,2,2,1,0,0,0.0,1,0.0,0.0,3,,Bench,South Africa,15-Sep-18,34,36,75,57,Non-Win
Damian McKenzie,Fullback,10,0,0,0,1,0,0,0,1,2,0,0.0,0,0.0,0.0,2,,Bench,Australia,7-Nov-20,22,24,48,49,Non-Win
Damian McKenzie,Fullback,16,0,0,0,3,10,0,0,0,0,0,,0,0.0,,2,,Bench,Argentina,14-Nov-20,15,25,45,46,Non-Win
Damian McKenzie,Fullback,14,0,0,0,2,11,1,0,0,0,1,,0,0.0,,0,,Bench,South Africa,2-Oct-21,29,31,47,43,Non-Win
Damian McKenzie,First Five,9,0,0,0,3,2,0,0,0,0,1,,1,0.0,,0,,Bench,France,21-Nov-21,25,40,53,47,Non-Win
Damian McKenzie,First Five,6,0,0,0,3,28,2,0,1,0,0,0.0,0,0.0,0.0,6,0.0,Bench,South Africa,29-Oct-23,11,12,60,51,Non-Win
Dane Coles,Hooker,80,0,1,2,6,28,0,1,1,8,0,0.0,0,3.0,0.0,5,,Starter,Ireland,6-Nov-16,29,40,49,51,Non-Win
Dane Coles,Hooker,60,0,0,0,4,0,0,0,1,9,0,1.0,0,1.0,0.0,2,,Starter,Australia,21-Oct-17,18,23,43,52,Non-Win
Dane Coles,Hooker,34,0,0,0,4,7,0,0,0,0,0,0.0,0,0.0,0.0,0,,Bench,Scotland,18-Nov-18,9,16,48,52,Non-Win
Dane Coles,Hooker,19,0,0,0,6,35,1,2,0,1,0,,0,0.0,,5,,Bench,South Africa,27-Jul-19,16,16,57,59,Non-Win
Dane Coles,Hooker,56,0,0,1,5,27,1,1,1,15,2,,0,1.0,,3,,Starter,Australia,10-Aug-19,26,47,35,24,Non-Win
Dane Coles,Hooker,30,0,0,0,3,31,1,1,0,0,0,,0,1.0,,1,,Bench,England,26-Oct-19,7,19,44,38,Non-Win
Dane Coles,Hooker,48,0,0,0,2,5,1,0,0,4,0,,0,1.0,,1,,Starter,Argentina,14-Nov-20,15,25,45,46,Non-Win
Dane Coles,Hooker,27,0,0,0,3,18,1,0,0,4,0,,0,0.0,,2,,Bench,Ireland,14-Nov-21,20,29,40,35,Non-Win
Dane Coles,Hooker,48,0,0,0,6,19,1,0,3,5,0,,0,0.0,,0,,Starter,France,21-Nov-21,25,40,53,47,Non-Win
Dane Coles,Hooker,19,0,0,0,3,1,0,0,1,1,0,0.0,0,0.0,0.0,3,0.0,Bench,Ireland,16-Jul-22,22,32,49,57,Non-Win
Dane Coles,Hooker,25,0,0,0,1,0,0,0,0,1,0,0.0,1,0.0,0.0,3,0.0,Bench,South Africa,7-Aug-22,10,26,45,31,Non-Win
Dane Coles,Hooker,40,0,0,0,5,10,0,0,1,8,2,0.0,0,0.0,0.0,2,0.0,Starter,South Africa,26-Aug-23,7,35,53,49,Non-Win
David Havili,Second Five,29,0,0,0,2,8,0,0,1,3,0,0.0,0,0.0,0.0,3,,Bench,Australia,21-Oct-17,18,23,43,52,Non-Win
David Havili,Second Five,66,0,0,0,5,6,0,0,1,8,1,,0,0.0,,3,,Starter,South Africa,2-Oct-21,29,31,47,43,Non-Win
David Havili,Second Five,41,0,0,1,7,43,2,2,1,10,2,,1,1.0,,4,,Bench,Ireland,14-Nov-21,20,29,40,35,Non-Win
David Havili,Second Five,38,0,0,0,4,20,3,0,2,4,0,,1,1.0,,0,,Bench,France,21-Nov-21,25,40,53,47,Non-Win
David Havili,Second Five,80,0,0,0,7,24,1,0,0,5,0,0.0,0,0.0,4.0,10,1.0,Starter,Ireland,16-Jul-22,22,32,49,57,Non-Win
David Havili,Second Five,80,0,0,0,7,34,2,0,0,9,2,0.0,2,0.0,2.0,3,0.0,Starter,South Africa,7-Aug-22,10,26,45,31,Non-Win
David Havili,Second Five,80,0,0,1,8,13,0,0,0,6,0,0.0,1,1.0,1.0,6,0.0,Starter,Argentina,27-Aug-22,18,25,60,59,Non-Win
David Havili,Second Five,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,Bench,England,20-Nov-22,25,25,46,40,Non-Win
David Havili,Second Five,18,0,0,0,2,7,0,0,0,1,0,0.0,0,0.0,2.0,2,0.0,Bench,France,9-Sep-23,13,27,48,39,Non-Win
Ethan Blackadder,Blindside,30,0,0,0,1,0,0,0,0,8,0,,0,0.0,,2,,Bench,South Africa,2-Oct-21,29,31,47,43,Non-Win
Ethan Blackadder,Blindside,62,0,0,0,1,1,0,0,0,19,1,,0,1.0,,2,,Starter,Ireland,14-Nov-21,20,29,40,35,Non-Win
Ethan De Groot,Prop,19,0,0,0,2,0,1,0,0,1,0,0.0,0,0.0,0.0,2,0.0,Bench,South Africa,7-Aug-22,10,26,45,31,Non-Win
Ethan De Groot,Prop,44,0,0,0,1,0,0,0,0,3,2,1.0,0,1.0,0.0,1,0.0,Starter,Argentina,27-Aug-22,18,25,60,59,Non-Win
Ethan De Groot,Prop,60,0,0,0,6,2,0,0,0,7,0,0.0,0,0.0,0.0,3,0.0,Starter,England,20-Nov-22,25,25,46,40,Non-Win
Ethan De Groot,Prop,50,0,0,0,5,3,1,0,1,8,0,0.0,0,5.0,0.0,1,0.0,Starter,South Africa,26-Aug-23,7,35,53,49,Non-Win
Ethan De Groot,Prop,52,0,0,0,1,0,0,0,0,4,0,0.0,1,2.0,0.0,1,1.0,Starter,France,9-Sep-23,13,27,48,39,Non-Win
Ethan De Groot,Prop,65,0,0,0,7,2,0,0,0,7,2,0.0,0,1.0,0.0,1,0.0,Starter,South Africa,29-Oct-23,11,12,60,51,Non-Win
Finlay Christie,Halfback,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,,0,,Bench,Ireland,14-Nov-21,20,29,40,35,Non-Win
Finlay Christie,Halfback,11,0,0,0,2,8,1,0,0,0,0,0.0,0,0.0,0.0,24,0.0,Bench,South Africa,7-Aug-22,10,26,45,31,Non-Win
Finlay Christie,Halfback,18,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,40,0.0,Bench,Argentina,27-Aug-22,18,25,60,59,Non-Win
Finlay Christie,Halfback,18,0,0,0,1,6,0,0,0,1,0,0.0,1,0.0,1.0,20,0.0,Bench,France,9-Sep-23,13,27,48,39,Non-Win
Finlay Christie,Halfback,15,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,2.0,21,0.0,Bench,South Africa,29-Oct-23,11,12,60,51,Non-Win
Fletcher Newell,Prop,36,0,0,0,7,2,0,0,0,0,0,0.0,0,0.0,0.0,1,0.0,Bench,Argentina,27-Aug-22,18,25,60,59,Non-Win
Fletcher Newell,Prop,67,0,0,0,2,0,0,0,0,6,0,0.0,0,1.0,0.0,1,0.0,Bench,South Africa,26-Aug-23,7,35,53,49,Non-Win
Fletcher Newell,Prop,28,0,0,0,0,0,0,0,0,4,1,0.0,0,1.0,0.0,0,0.0,Bench,France,9-Sep-23,13,27,48,39,Non-Win
Folau Fakatava,Halfback,19,0,0,1,3,9,0,0,0,0,1,0.0,1,0.0,1.0,22,0.0,Bench,Ireland,9-Jul-22,12,23,53,38,Non-Win
Folau Fakatava,Halfback,19,0,0,0,4,8,0,0,1,0,0,0.0,1,0.0,0.0,28,0.0,Bench,Ireland,16-Jul-22,22,32,49,57,Non-Win
George Bower,Prop,22,0,0,0,1,9,0,0,0,3,1,,0,0.0,,0,,Bench,South Africa,2-Oct-21,29,31,47,43,Non-Win
George Bower,Prop,32,0,0,0,1,5,0,0,0,4,3,,0,1.0,,0,,Bench,France,21-Nov-21,25,40,53,47,Non-Win
George Bower,Prop,63,0,0,0,8,13,2,1,0,7,2,0.0,0,1.0,0.0,1,0.0,Starter,Ireland,9-Jul-22,12,23,53,38,Non-Win
George Bower,Prop,71,0,0,0,3,0,0,0,0,8,1,0.0,0,0.0,0.0,2,1.0,Starter,Ireland,16-Jul-22,22,32,49,57,Non-Win
George Bower,Prop,61,0,0,0,4,2,0,0,0,11,0,0.0,0,2.0,0.0,0,1.0,Starter,South Africa,7-Aug-22,10,26,45,31,Non-Win
George Bower,Prop,36,0,0,0,12,18,1,1,0,3,1,0.0,0,0.0,0.0,3,0.0,Bench,Argentina,27-Aug-22,18,25,60,59,Non-Win
George Bower,Prop,20,0,0,0,0,0,0,0,0,4,1,0.0,0,0.0,0.0,0,1.0,Bench,England,20-Nov-22,25,25,46,40,Non-Win
George Bridge,Wing,19,0,0,0,3,18,0,1,0,1,0,,0,0.0,,2,,Bench,South Africa,27-Jul-19,16,16,57,59,Non-Win
George Bridge,Wing,16,0,0,0,3,20,0,0,0,0,0,,0,0.0,,0,,Bench,Australia,10-Aug-19,26,47,35,24,Non-Win
George Bridge,Wing,50,0,0,0,9,50,1,1,1,4,0,,1,0.0,,4,,Starter,England,26-Oct-19,7,19,44,38,Non-Win
George Bridge,Wing,80,0,0,0,10,44,3,0,0,4,2,,2,0.0,,0,,Starter,France,21-Nov-21,25,40,53,47,Non-Win
George Moala,Center,71,1,0,0,6,28,0,0,1,4,1,0.0,0,0.0,0.0,8,,Starter,Ireland,6-Nov-16,29,40,49,51,Non-Win
Hoskins Sotutu,Number 8,31,0,0,0,9,36,1,0,0,2,0,,1,1.0,,2,,Bench,Argentina,14-Nov-20,15,25,45,46,Non-Win
Hoskins Sotutu,Number 8,8,0,0,0,0,0,0,0,0,4,0,0.0,0,0.0,0.0,0,0.0,Bench,England,20-Nov-22,25,25,46,40,Non-Win
Israel Dagg,Fullback,80,0,0,0,11,45,0,1,0,1,1,0.0,2,0.0,3.0,0,,Starter,Lions,1-Jul-17,21,24,61,58,Non-Win
Israel Dagg,Wing,80,0,0,0,4,17,1,0,0,3,0,0.0,2,0.0,2.0,2,,Starter,Lions,8-Jul-17,15,15,51,56,Non-Win
Jack Goodhue,Center,22,0,0,0,7,40,5,1,0,0,0,0.0,0,0.0,0.0,3,,Bench,South Africa,15-Sep-18,34,36,75,57,Non-Win
Jack Goodhue,Center,80,0,0,0,10,22,3,0,1,16,0,1.0,0,0.0,1.0,5,,Starter,Scotland,18-Nov-18,9,16,48,52,Non-Win
Jack Goodhue,Center,80,1,0,0,11,56,7,2,1,4,1,,1,2.0,,9,,Starter,South Africa,27-Jul-19,16,16,57,59,Non-Win
Jack Goodhue,Center,19,0,1,1,3,16,1,1,0,3,1,,0,1.0,,0,,Starter,Australia,10-Aug-19,26,47,35,24,Non-Win
Jack Goodhue,Center,55,0,0,0,8,62,3,3,1,9,1,,2,1.0,,4,,Starter,England,26-Oct-19,7,19,44,38,Non-Win
Jack Goodhue,Second Five,64,0,0,0,6,17,1,0,2,5,0,,0,1.0,,2,,Starter,Argentina,14-Nov-20,15,25,45,46,Non-Win
Jerome Kaino,Lock,45,0,0,0,5,4,0,0,0,9,0,0.0,2,0.0,0.0,2,,Starter,Ireland,6-Nov-16,29,40,49,51,Non-Win
Jerome Kaino,Blindside,26,0,0,0,1,3,0,0,0,3,0,0.0,1,0.0,0.0,0,,Starter,Lions,1-Jul-17,21,24,61,58,Non-Win
Jerome Kaino,Blindside,70,0,0,0,7,9,0,0,0,8,1,0.0,0,1.0,0.0,1,,Starter,Lions,8-Jul-17,15,15,51,56,Non-Win
Joe Moody,Prop,49,0,0,0,3,1,0,0,0,5,0,0.0,0,3.0,0.0,1,,Starter,Ireland,6-Nov-16,29,40,49,51,Non-Win
Joe Moody,Prop,52,0,0,0,5,3,0,0,0,4,1,0.0,0,0.0,0.0,0,,Starter,Lions,1-Jul-17,21,24,61,58,Non-Win
Joe Moody,Prop,57,0,0,0,2,1,0,0,0,9,1,0.0,0,1.0,0.0,1,,Starter,Lions,8-Jul-17,15,15,51,56,Non-Win
Joe Moody,Prop,45,0,0,0,2,2,0,0,0,4,1,,1,0.0,,0,,Starter,South Africa,27-Jul-19,16,16,57,59,Non-Win
Joe Moody,Prop,50,0,0,0,1,3,0,0,0,11,2,,0,1.0,,0,,Starter,Australia,10-Aug-19,26,47,35,24,Non-Win
Joe Moody,Prop,63,0,0,0,1,1,0,0,0,13,1,,0,0.0,,0,,Starter,England,26-Oct-19,7,19,44,38,Non-Win
Joe Moody,Prop,80,0,0,0,6,9,0,0,0,6,1,,0,1.0,,2,,Starter,Argentina,14-Nov-20,15,25,45,46,Non-Win
Joe Moody,Prop,58,0,0,0,1,4,0,0,0,8,0,,1,1.0,,2,,Starter,South Africa,2-Oct-21,29,31,47,43,Non-Win
Joe Moody,Prop,53,0,0,0,3,2,0,0,0,17,1,,0,0.0,,1,,Starter,Ireland,14-Nov-21,20,29,40,35,Non-Win
Joe Moody,Prop,48,0,0,0,2,4,0,0,0,8,1,,0,1.0,,0,,Starter,France,21-Nov-21,25,40,53,47,Non-Win
Jordie Barrett,Fullback,80,1,1,1,12,67,3,3,1,2,2,0.0,3,0.0,3.0,11,,Starter,Lions,8-Jul-17,15,15,51,56,Non-Win
Jordie Barrett,Fullback,58,1,0,0,10,79,4,3,1,0,0,0.0,0,0.0,1.0,5,,Starter,South Africa,15-Sep-18,34,36,75,57,Non-Win
Jordie Barrett,Wing,30,0,0,0,6,20,1,0,0,0,0,,0,0.0,,6,,Bench,England,26-Oct-19,7,19,44,38,Non-Win
Jordie Barrett,Fullback,80,0,0,1,10,15,3,1,1,6,3,0.0,3,0.0,1.0,5,,Starter,Australia,7-Nov-20,22,24,48,49,Non-Win
Jordie Barrett,Wing,49,0,0,0,3,2,0,0,1,6,0,,1,1.0,,1,,Starter,Argentina,14-Nov-20,15,25,45,46,Non-Win
Jordie Barrett,Fullback,80,0,0,0,10,76,5,2,0,2,0,,2,1.0,,3,,Starter,South Africa,2-Oct-21,29,31,47,43,Non-Win
Jordie Barrett,Fullback,80,0,0,0,8,36,2,0,1,4,0,,1,0.0,,8,,Starter,Ireland,14-Nov-21,20,29,40,35,Non-Win
Jordie Barrett,Fullback,80,1,0,0,9,55,1,0,0,4,1,,2,0.0,,0,,Starter,France,21-Nov-21,25,40,53,47,Non-Win
Jordie Barrett,Fullback,80,0,1,1,7,51,4,0,1,2,0,0.0,1,0.0,3.0,9,0.0,Starter,Ireland,9-Jul-22,12,23,53,38,Non-Win
Jordie Barrett,Fullback,80,0,0,0,16,39,4,0,1,2,2,0.0,1,0.0,4.0,9,0.0,Starter,Ireland,16-Jul-22,22,32,49,57,Non-Win
Jordie Barrett,Fullback,51,0,0,0,3,26,3,1,1,3,0,0.0,1,0.0,4.0,7,0.0,Starter,South Africa,7-Aug-22,10,26,45,31,Non-Win
Jordie Barrett,Fullback,79,0,1,1,13,63,1,1,0,1,0,0.0,0,0.0,6.0,9,0.0,Starter,Argentina,27-Aug-22,18,25,60,59,Non-Win
Jordie Barrett,Second Five,80,0,0,0,11,17,3,0,2,11,1,0.0,0,1.0,3.0,7,0.0,Starter,England,20-Nov-22,25,25,46,40,Non-Win
Jordie Barrett,Second Five,80,0,0,0,12,27,3,0,1,9,3,0.0,2,0.0,3.0,5,0.0,Starter,South Africa,26-Aug-23,7,35,53,49,Non-Win
